year,state,month,number,date,country
2007,Amapa,7,0,01-01-07,Brazil
2008,Amapa,7,0,01-01-08,Brazil
2009,Amapa,7,4,01-01-09,Brazil
2010,Amapa,7,2,01-01-10,Brazil
2011,Amapa,7,5,01-01-11,Brazil
2012,Amapa,7,3,01-01-12,Brazil
2013,Amapa,7,1,01-01-13,Brazil
2014,Amapa,7,4,01-01-14,Brazil
2015,Amapa,7,5,01-01-15,Brazil
2016,Amapa,7,1,01-01-16,Brazil
2017,Amapa,7,3,01-01-17,Brazil
1998,Amapa,8,1,01-01-98,Brazil
1999,Amapa,8,0,01-01-99,Brazil
2000,Amapa,8,3,01-01-00,Brazil
2001,Amapa,8,12,01-01-01,Brazil
2002,Amapa,8,18,01-01-02,Brazil
2003,Amapa,8,14,01-01-03,Brazil
2004,Amapa,8,9,01-01-04,Brazil
2005,Amapa,8,4,01-01-05,Brazil
2006,Amapa,8,11,01-01-06,Brazil
2007,Amapa,8,5,01-01-07,Brazil
2008,Amapa,8,4,01-01-08,Brazil
2009,Amapa,8,20,01-01-09,Brazil
2010,Amapa,8,1,01-01-10,Brazil
2011,Amapa,8,16,01-01-11,Brazil
2012,Amapa,8,19,01-01-12,Brazil
2013,Amapa,8,9,01-01-13,Brazil
2014,Amapa,8,18,01-01-14,Brazil
2015,Amapa,8,40,01-01-15,Brazil
2016,Amapa,8,37,01-01-16,Brazil
2017,Amapa,8,33,01-01-17,Brazil
1998,Amapa,9,20,01-01-98,Brazil
1999,Amapa,9,4,01-01-99,Brazil
2000,Amapa,9,19,01-01-00,Brazil
2001,Amapa,9,95,01-01-01,Brazil
2002,Amapa,9,73,01-01-02,Brazil
2003,Amapa,9,88,01-01-03,Brazil
2004,Amapa,9,67,01-01-04,Brazil
2005,Amapa,9,97,01-01-05,Brazil
2006,Amapa,9,112,01-01-06,Brazil
2007,Amapa,9,61,01-01-07,Brazil
2008,Amapa,9,83,01-01-08,Brazil
2009,Amapa,9,188,01-01-09,Brazil
2010,Amapa,9,63,01-01-10,Brazil
2011,Amapa,9,128,01-01-11,Brazil
2012,Amapa,9,168,01-01-12,Brazil
2013,Amapa,9,85,01-01-13,Brazil
2014,Amapa,9,137,01-01-14,Brazil
2015,Amapa,9,192,01-01-15,Brazil
2016,Amapa,9,142,01-01-16,Brazil
2017,Amapa,9,95,01-01-17,Brazil
1998,Amapa,10,42,01-01-98,Brazil
1999,Amapa,10,25,01-01-99,Brazil
2000,Amapa,10,42,01-01-00,Brazil
2001,Amapa,10,194,01-01-01,Brazil
2002,Amapa,10,557,01-01-02,Brazil
2003,Amapa,10,355,01-01-03,Brazil
2004,Amapa,10,412,01-01-04,Brazil
2005,Amapa,10,335,01-01-05,Brazil
2006,Amapa,10,405,01-01-06,Brazil
2007,Amapa,10,162,01-01-07,Brazil
2008,Amapa,10,395,01-01-08,Brazil
2009,Amapa,10,765,01-01-09,Brazil
2010,Amapa,10,265,01-01-10,Brazil
2011,Amapa,10,304,01-01-11,Brazil
2012,Amapa,10,475,01-01-12,Brazil
2013,Amapa,10,385,01-01-13,Brazil
2014,Amapa,10,480,01-01-14,Brazil
2015,Amapa,10,827,01-01-15,Brazil
2016,Amapa,10,793,01-01-16,Brazil
2017,Amapa,10,468,01-01-17,Brazil
1998,Amapa,11,131,01-01-98,Brazil
1999,Amapa,11,26,01-01-99,Brazil
2000,Amapa,11,157,01-01-00,Brazil
2001,Amapa,11,406,01-01-01,Brazil
2002,Amapa,11,1,01-01-02,Brazil
2003,Amapa,11,750,01-01-03,Brazil
2004,Amapa,11,949,01-01-04,Brazil
2005,Amapa,11,685,01-01-05,Brazil
2006,Amapa,11,207,01-01-06,Brazil
2007,Amapa,11,198,01-01-07,Brazil
2008,Amapa,11,266,01-01-08,Brazil
2009,Amapa,11,1,01-01-09,Brazil
2010,Amapa,11,339,01-01-10,Brazil
2011,Amapa,11,282,01-01-11,Brazil
2012,Amapa,11,969,01-01-12,Brazil
2013,Amapa,11,341,01-01-13,Brazil
2014,Amapa,11,484,01-01-14,Brazil
2015,Amapa,11,1,01-01-15,Brazil
2016,Amapa,11,1,01-01-16,Brazil
2017,Amapa,11,858,01-01-17,Brazil
1998,Amapa,12,84,01-01-98,Brazil
1999,Amapa,12,41,01-01-99,Brazil
2000,Amapa,12,30,01-01-00,Brazil
2001,Amapa,12,593,01-01-01,Brazil
2002,Amapa,12,200,01-01-02,Brazil
2003,Amapa,12,411,01-01-03,Brazil
2004,Amapa,12,777,01-01-04,Brazil
2005,Amapa,12,38,01-01-05,Brazil
2006,Amapa,12,74,01-01-06,Brazil
2007,Amapa,12,14,01-01-07,Brazil
2008,Amapa,12,32,01-01-08,Brazil
2009,Amapa,12,123,01-01-09,Brazil
2010,Amapa,12,43,01-01-10,Brazil
2011,Amapa,12,360,01-01-11,Brazil
2012,Amapa,12,422,01-01-12,Brazil
2013,Amapa,12,148,01-01-13,Brazil
2014,Amapa,12,354,01-01-14,Brazil
2015,Amapa,12,269,01-01-15,Brazil
2016,Amapa,12,491,01-01-16,Brazil
1998,Amazonas,1,0,01-01-98,Brazil
1999,Amazonas,1,3,01-01-99,Brazil
2000,Amazonas,1,7,01-01-00,Brazil
2001,Amazonas,1,3,01-01-01,Brazil
2002,Amazonas,1,17,01-01-02,Brazil
2003,Amazonas,1,158,01-01-03,Brazil
2004,Amazonas,1,123,01-01-04,Brazil
2005,Amazonas,1,44,01-01-05,Brazil
2006,Amazonas,1,20,01-01-06,Brazil
2007,Amazonas,1,37,01-01-07,Brazil
2008,Amazonas,1,16,01-01-08,Brazil
2009,Amazonas,1,9,01-01-09,Brazil
2010,Amazonas,1,82,01-01-10,Brazil
2011,Amazonas,1,53,01-01-11,Brazil
2012,Amazonas,1,6,01-01-12,Brazil
2013,Amazonas,1,37,01-01-13,Brazil
2014,Amazonas,1,46,01-01-14,Brazil
2015,Amazonas,1,35,01-01-15,Brazil
2016,Amazonas,1,770,01-01-16,Brazil
2017,Amazonas,1,65,01-01-17,Brazil
1998,Amazonas,2,0,01-01-98,Brazil
1999,Amazonas,2,43,01-01-99,Brazil
2000,Amazonas,2,62,01-01-00,Brazil
2001,Amazonas,2,8,01-01-01,Brazil
2002,Amazonas,2,2,01-01-02,Brazil
2003,Amazonas,2,62,01-01-03,Brazil
2004,Amazonas,2,92,01-01-04,Brazil
2005,Amazonas,2,6,01-01-05,Brazil
2006,Amazonas,2,10,01-01-06,Brazil
2007,Amazonas,2,92,01-01-07,Brazil
2008,Amazonas,2,32,01-01-08,Brazil
2009,Amazonas,2,3,01-01-09,Brazil
2010,Amazonas,2,81,01-01-10,Brazil
2011,Amazonas,2,30,01-01-11,Brazil
2012,Amazonas,2,25,01-01-12,Brazil
2013,Amazonas,2,16,01-01-13,Brazil
2014,Amazonas,2,49,01-01-14,Brazil
2015,Amazonas,2,107,01-01-15,Brazil
2016,Amazonas,2,275,01-01-16,Brazil
2017,Amazonas,2,52,01-01-17,Brazil
1998,Amazonas,3,0,01-01-98,Brazil
1999,Amazonas,3,7,01-01-99,Brazil
2000,Amazonas,3,69,01-01-00,Brazil
2001,Amazonas,3,6,01-01-01,Brazil
2002,Amazonas,3,5,01-01-02,Brazil
2003,Amazonas,3,64,01-01-03,Brazil
2004,Amazonas,3,6,01-01-04,Brazil
2005,Amazonas,3,12,01-01-05,Brazil
2006,Amazonas,3,20,01-01-06,Brazil
2007,Amazonas,3,6,01-01-07,Brazil
2008,Amazonas,3,10,01-01-08,Brazil
2009,Amazonas,3,11,01-01-09,Brazil
2010,Amazonas,3,116,01-01-10,Brazil
2011,Amazonas,3,49,01-01-11,Brazil
2012,Amazonas,3,17,01-01-12,Brazil
2013,Amazonas,3,49,01-01-13,Brazil
2014,Amazonas,3,50,01-01-14,Brazil
2015,Amazonas,3,46,01-01-15,Brazil
2016,Amazonas,3,140,01-01-16,Brazil
2017,Amazonas,3,45,01-01-17,Brazil
1998,Amazonas,4,0,01-01-98,Brazil
1999,Amazonas,4,2,01-01-99,Brazil
2000,Amazonas,4,18,01-01-00,Brazil
2001,Amazonas,4,1,01-01-01,Brazil
2002,Amazonas,4,2,01-01-02,Brazil
2003,Amazonas,4,11,01-01-03,Brazil
2004,Amazonas,4,4,01-01-04,Brazil
2005,Amazonas,4,5,01-01-05,Brazil
2006,Amazonas,4,5,01-01-06,Brazil
2007,Amazonas,4,0,01-01-07,Brazil
2008,Amazonas,4,13,01-01-08,Brazil
2009,Amazonas,4,1,01-01-09,Brazil
2010,Amazonas,4,11,01-01-10,Brazil
2011,Amazonas,4,5,01-01-11,Brazil
2012,Amazonas,4,3,01-01-12,Brazil
2013,Amazonas,4,20,01-01-13,Brazil
2014,Amazonas,4,25,01-01-14,Brazil
2015,Amazonas,4,24,01-01-15,Brazil
2016,Amazonas,4,22,01-01-16,Brazil
2017,Amazonas,4,20,01-01-17,Brazil
1998,Amazonas,5,0,01-01-98,Brazil
1999,Amazonas,5,0,01-01-99,Brazil
2000,Amazonas,5,51,01-01-00,Brazil
2001,Amazonas,5,0,01-01-01,Brazil
2002,Amazonas,5,8,01-01-02,Brazil
2003,Amazonas,5,2,01-01-03,Brazil
2004,Amazonas,5,0,01-01-04,Brazil
2005,Amazonas,5,8,01-01-05,Brazil
2006,Amazonas,5,4,01-01-06,Brazil
2007,Amazonas,5,0,01-01-07,Brazil
2008,Amazonas,5,1,01-01-08,Brazil
2009,Amazonas,5,3,01-01-09,Brazil
2010,Amazonas,5,13,01-01-10,Brazil
2011,Amazonas,5,6,01-01-11,Brazil
2012,Amazonas,5,12,01-01-12,Brazil
2013,Amazonas,5,19,01-01-13,Brazil
2014,Amazonas,5,12,01-01-14,Brazil
2015,Amazonas,5,10,01-01-15,Brazil
2016,Amazonas,5,30,01-01-16,Brazil
2017,Amazonas,5,40,01-01-17,Brazil
1998,Amazonas,6,2,01-01-98,Brazil
1999,Amazonas,6,7,01-01-99,Brazil
2000,Amazonas,6,6,01-01-00,Brazil
2001,Amazonas,6,5,01-01-01,Brazil
2002,Amazonas,6,5,01-01-02,Brazil
2003,Amazonas,6,3,01-01-03,Brazil
2004,Amazonas,6,12,01-01-04,Brazil
2005,Amazonas,6,78,01-01-05,Brazil
2006,Amazonas,6,9,01-01-06,Brazil
2007,Amazonas,6,23,01-01-07,Brazil
2008,Amazonas,6,7,01-01-08,Brazil
2009,Amazonas,6,13,01-01-09,Brazil
2010,Amazonas,6,9,01-01-10,Brazil
2011,Amazonas,6,22,01-01-11,Brazil
2012,Amazonas,6,45,01-01-12,Brazil
2013,Amazonas,6,56,01-01-13,Brazil
2014,Amazonas,6,74,01-01-14,Brazil
2015,Amazonas,6,33,01-01-15,Brazil
2016,Amazonas,6,90,01-01-16,Brazil
2017,Amazonas,6,119,01-01-17,Brazil
1998,Amazonas,7,71,01-01-98,Brazil
1999,Amazonas,7,11,01-01-99,Brazil
2000,Amazonas,7,39,01-01-00,Brazil
2001,Amazonas,7,9,01-01-01,Brazil
2002,Amazonas,7,146,01-01-02,Brazil
2003,Amazonas,7,180,01-01-03,Brazil
2004,Amazonas,7,177,01-01-04,Brazil
2005,Amazonas,7,676,01-01-05,Brazil
2006,Amazonas,7,123,01-01-06,Brazil
2007,Amazonas,7,116,01-01-07,Brazil
2008,Amazonas,7,108,01-01-08,Brazil
2009,Amazonas,7,199,01-01-09,Brazil
2010,Amazonas,7,640,01-01-10,Brazil
2011,Amazonas,7,271,01-01-11,Brazil
2012,Amazonas,7,234,01-01-12,Brazil
2013,Amazonas,7,248,01-01-13,Brazil
2014,Amazonas,7,202,01-01-14,Brazil
2015,Amazonas,7,356,01-01-15,Brazil
2016,Amazonas,7,1,01-01-16,Brazil
2017,Amazonas,7,1,01-01-17,Brazil
1998,Amazonas,8,321,01-01-98,Brazil
1999,Amazonas,8,259,01-01-99,Brazil
2000,Amazonas,8,180,01-01-00,Brazil
2001,Amazonas,8,501,01-01-01,Brazil
2002,Amazonas,8,741,01-01-02,Brazil
2003,Amazonas,8,1,01-01-03,Brazil
2004,Amazonas,8,1,01-01-04,Brazil
2005,Amazonas,8,2,01-01-05,Brazil
2006,Amazonas,8,1,01-01-06,Brazil
2007,Amazonas,8,2,01-01-07,Brazil
2008,Amazonas,8,861,01-01-08,Brazil
2009,Amazonas,8,1,01-01-09,Brazil
2010,Amazonas,8,3,01-01-10,Brazil
2011,Amazonas,8,1,01-01-11,Brazil
2012,Amazonas,8,3,01-01-12,Brazil
2013,Amazonas,8,1,01-01-13,Brazil
2014,Amazonas,8,3,01-01-14,Brazil
2015,Amazonas,8,4,01-01-15,Brazil
2016,Amazonas,8,3,01-01-16,Brazil
2017,Amazonas,8,6,01-01-17,Brazil
1998,Amazonas,9,267,01-01-98,Brazil
1999,Amazonas,9,216,01-01-99,Brazil
2000,Amazonas,9,189,01-01-00,Brazil
2001,Amazonas,9,166,01-01-01,Brazil
2002,Amazonas,9,928,01-01-02,Brazil
2003,Amazonas,9,1,01-01-03,Brazil
2004,Amazonas,9,911,01-01-04,Brazil
2005,Amazonas,9,2,01-01-05,Brazil
2006,Amazonas,9,2,01-01-06,Brazil
2007,Amazonas,9,1,01-01-07,Brazil
2008,Amazonas,9,998,01-01-08,Brazil
2009,Amazonas,9,3,01-01-09,Brazil
2010,Amazonas,9,2,01-01-10,Brazil
2011,Amazonas,9,1,01-01-11,Brazil
2012,Amazonas,9,2,01-01-12,Brazil
2013,Amazonas,9,1,01-01-13,Brazil
2014,Amazonas,9,3,01-01-14,Brazil
2015,Amazonas,9,5,01-01-15,Brazil
2016,Amazonas,9,3,01-01-16,Brazil
2017,Amazonas,9,4,01-01-17,Brazil
1998,Amazonas,10,83,01-01-98,Brazil
1999,Amazonas,10,479,01-01-99,Brazil
2000,Amazonas,10,145,01-01-00,Brazil
2001,Amazonas,10,332,01-01-01,Brazil
2002,Amazonas,10,695,01-01-02,Brazil
2003,Amazonas,10,725,01-01-03,Brazil
2004,Amazonas,10,710,01-01-04,Brazil
2005,Amazonas,10,545,01-01-05,Brazil
2006,Amazonas,10,721,01-01-06,Brazil
2007,Amazonas,10,215,01-01-07,Brazil
2008,Amazonas,10,632,01-01-08,Brazil
2009,Amazonas,10,2,01-01-09,Brazil
2010,Amazonas,10,889,01-01-10,Brazil
2011,Amazonas,10,694,01-01-11,Brazil
2012,Amazonas,10,1,01-01-12,Brazil
2013,Amazonas,10,1,01-01-13,Brazil
2014,Amazonas,10,952,01-01-14,Brazil
2015,Amazonas,10,2,01-01-15,Brazil
2016,Amazonas,10,2,01-01-16,Brazil
2017,Amazonas,10,1,01-01-17,Brazil
1998,Amazonas,11,6,01-01-98,Brazil
1999,Amazonas,11,32,01-01-99,Brazil
2000,Amazonas,11,27,01-01-00,Brazil
2001,Amazonas,11,244,01-01-01,Brazil
2002,Amazonas,11,259,01-01-02,Brazil
2003,Amazonas,11,169,01-01-03,Brazil
2004,Amazonas,11,209,01-01-04,Brazil
2005,Amazonas,11,261,01-01-05,Brazil
2006,Amazonas,11,59,01-01-06,Brazil
2007,Amazonas,11,90,01-01-07,Brazil
2008,Amazonas,11,39,01-01-08,Brazil
2009,Amazonas,11,973,01-01-09,Brazil
2010,Amazonas,11,354,01-01-10,Brazil
2011,Amazonas,11,399,01-01-11,Brazil
2012,Amazonas,11,682,01-01-12,Brazil
2013,Amazonas,11,220,01-01-13,Brazil
2014,Amazonas,11,676,01-01-14,Brazil
2015,Amazonas,11,1,01-01-15,Brazil
2016,Amazonas,11,591,01-01-16,Brazil
2017,Amazonas,11,552,01-01-17,Brazil
1998,Amazonas,12,196,01-01-98,Brazil
1999,Amazonas,12,2,01-01-99,Brazil
2000,Amazonas,12,60,01-01-00,Brazil
2001,Amazonas,12,22,01-01-01,Brazil
2002,Amazonas,12,44,01-01-02,Brazil
2003,Amazonas,12,147,01-01-03,Brazil
2004,Amazonas,12,53,01-01-04,Brazil
2005,Amazonas,12,17,01-01-05,Brazil
2006,Amazonas,12,23,01-01-06,Brazil
2007,Amazonas,12,7,01-01-07,Brazil
2008,Amazonas,12,0,01-01-08,Brazil
2009,Amazonas,12,102,01-01-09,Brazil
2010,Amazonas,12,123,01-01-10,Brazil
2011,Amazonas,12,121,01-01-11,Brazil
2012,Amazonas,12,80,01-01-12,Brazil
2013,Amazonas,12,236,01-01-13,Brazil
2014,Amazonas,12,293,01-01-14,Brazil
2015,Amazonas,12,565,01-01-15,Brazil
2016,Amazonas,12,133,01-01-16,Brazil
1998,Bahia,1,0,01-01-98,Brazil
1999,Bahia,1,114,01-01-99,Brazil
2000,Bahia,1,31,01-01-00,Brazil
2001,Bahia,1,24,01-01-01,Brazil
2002,Bahia,1,125,01-01-02,Brazil
2003,Bahia,1,439,01-01-03,Brazil
2004,Bahia,1,158,01-01-04,Brazil
2005,Bahia,1,303,01-01-05,Brazil
2006,Bahia,1,225,01-01-06,Brazil
2007,Bahia,1,373,01-01-07,Brazil
2008,Bahia,1,314,01-01-08,Brazil
2009,Bahia,1,177,01-01-09,Brazil
2010,Bahia,1,297,01-01-10,Brazil
2011,Bahia,1,101,01-01-11,Brazil
2012,Bahia,1,179,01-01-12,Brazil
2013,Bahia,1,125,01-01-13,Brazil
2014,Bahia,1,132,01-01-14,Brazil
2015,Bahia,1,256,01-01-15,Brazil
2016,Bahia,1,285,01-01-16,Brazil
2017,Bahia,1,154,01-01-17,Brazil
1998,Bahia,2,0,01-01-98,Brazil
1999,Bahia,2,157,01-01-99,Brazil
2000,Bahia,2,32,01-01-00,Brazil
2001,Bahia,2,101,01-01-01,Brazil
2002,Bahia,2,204,01-01-02,Brazil
2003,Bahia,2,223,01-01-03,Brazil
2004,Bahia,2,122,01-01-04,Brazil
2005,Bahia,2,143,01-01-05,Brazil
2006,Bahia,2,277,01-01-06,Brazil
2007,Bahia,2,113,01-01-07,Brazil
2008,Bahia,2,235,01-01-08,Brazil
2009,Bahia,2,117,01-01-09,Brazil
2010,Bahia,2,206,01-01-10,Brazil
2011,Bahia,2,156,01-01-11,Brazil
2012,Bahia,2,200,01-01-12,Brazil
2013,Bahia,2,231,01-01-13,Brazil
2014,Bahia,2,107,01-01-14,Brazil
2015,Bahia,2,143,01-01-15,Brazil
2016,Bahia,2,418,01-01-16,Brazil
2017,Bahia,2,100,01-01-17,Brazil
1998,Bahia,3,0,01-01-98,Brazil
1999,Bahia,3,83,01-01-99,Brazil
2000,Bahia,3,65,01-01-00,Brazil
2001,Bahia,3,4,01-01-01,Brazil
2002,Bahia,3,146,01-01-02,Brazil
2003,Bahia,3,274,01-01-03,Brazil
2004,Bahia,3,115,01-01-04,Brazil
2005,Bahia,3,158,01-01-05,Brazil
2006,Bahia,3,199,01-01-06,Brazil
2007,Bahia,3,141,01-01-07,Brazil
2008,Bahia,3,135,01-01-08,Brazil
2009,Bahia,3,249,01-01-09,Brazil
2010,Bahia,3,156,01-01-10,Brazil
2011,Bahia,3,90,01-01-11,Brazil
2012,Bahia,3,404,01-01-12,Brazil
2013,Bahia,3,363,01-01-13,Brazil
2014,Bahia,3,148,01-01-14,Brazil
2015,Bahia,3,229,01-01-15,Brazil
2016,Bahia,3,281,01-01-16,Brazil
2017,Bahia,3,163,01-01-17,Brazil
1998,Bahia,4,0,01-01-98,Brazil
1999,Bahia,4,55,01-01-99,Brazil
2000,Bahia,4,23,01-01-00,Brazil
2001,Bahia,4,26,01-01-01,Brazil
2002,Bahia,4,110,01-01-02,Brazil
2003,Bahia,4,376,01-01-03,Brazil
2004,Bahia,4,89,01-01-04,Brazil
2005,Bahia,4,76,01-01-05,Brazil
2006,Bahia,4,60,01-01-06,Brazil
2007,Bahia,4,64,01-01-07,Brazil
2008,Bahia,4,151,01-01-08,Brazil
2009,Bahia,4,40,01-01-09,Brazil
2010,Bahia,4,103,01-01-10,Brazil
2011,Bahia,4,149,01-01-11,Brazil
2012,Bahia,4,396,01-01-12,Brazil
2013,Bahia,4,108,01-01-13,Brazil
2014,Bahia,4,183,01-01-14,Brazil
2015,Bahia,4,190,01-01-15,Brazil
2016,Bahia,4,217,01-01-16,Brazil
2017,Bahia,4,94,01-01-17,Brazil
1998,Bahia,5,0,01-01-98,Brazil
1999,Bahia,5,76,01-01-99,Brazil
2000,Bahia,5,71,01-01-00,Brazil
2001,Bahia,5,85,01-01-01,Brazil
2002,Bahia,5,166,01-01-02,Brazil
2003,Bahia,5,106,01-01-03,Brazil
2004,Bahia,5,124,01-01-04,Brazil
2005,Bahia,5,120,01-01-05,Brazil
2006,Bahia,5,43,01-01-06,Brazil
2007,Bahia,5,161,01-01-07,Brazil
2008,Bahia,5,56,01-01-08,Brazil
2009,Bahia,5,34,01-01-09,Brazil
2010,Bahia,5,198,01-01-10,Brazil
2011,Bahia,5,189,01-01-11,Brazil
2012,Bahia,5,326,01-01-12,Brazil
2013,Bahia,5,141,01-01-13,Brazil
2014,Bahia,5,224,01-01-14,Brazil
2015,Bahia,5,144,01-01-15,Brazil
2016,Bahia,5,259,01-01-16,Brazil
2017,Bahia,5,121,01-01-17,Brazil
1998,Bahia,6,55,01-01-98,Brazil
1999,Bahia,6,64,01-01-99,Brazil
2000,Bahia,6,178,01-01-00,Brazil
2001,Bahia,6,98,01-01-01,Brazil
2002,Bahia,6,118,01-01-02,Brazil
2003,Bahia,6,140,01-01-03,Brazil
2004,Bahia,6,289,01-01-04,Brazil
2005,Bahia,6,211,01-01-05,Brazil
2006,Bahia,6,68,01-01-06,Brazil
2007,Bahia,6,270,01-01-07,Brazil
2008,Bahia,6,72,01-01-08,Brazil
2009,Bahia,6,92,01-01-09,Brazil
2010,Bahia,6,192,01-01-10,Brazil
2011,Bahia,6,345,01-01-11,Brazil
2012,Bahia,6,385,01-01-12,Brazil
2013,Bahia,6,208,01-01-13,Brazil
2014,Bahia,6,243,01-01-14,Brazil
2015,Bahia,6,242,01-01-15,Brazil
2016,Bahia,6,416,01-01-16,Brazil
2017,Bahia,6,329,01-01-17,Brazil
1998,Bahia,7,219,01-01-98,Brazil
1999,Bahia,7,107,01-01-99,Brazil
2000,Bahia,7,202,01-01-00,Brazil
2001,Bahia,7,248,01-01-01,Brazil
2002,Bahia,7,549,01-01-02,Brazil
2003,Bahia,7,261,01-01-03,Brazil
2004,Bahia,7,310,01-01-04,Brazil
2005,Bahia,7,269,01-01-05,Brazil
2006,Bahia,7,229,01-01-06,Brazil
2007,Bahia,7,811,01-01-07,Brazil
2008,Bahia,7,271,01-01-08,Brazil
2009,Bahia,7,321,01-01-09,Brazil
2010,Bahia,7,519,01-01-10,Brazil
2011,Bahia,7,578,01-01-11,Brazil
2012,Bahia,7,906,01-01-12,Brazil
2013,Bahia,7,362,01-01-13,Brazil
2014,Bahia,7,249,01-01-14,Brazil
2015,Bahia,7,306,01-01-15,Brazil
2016,Bahia,7,345,01-01-16,Brazil
2017,Bahia,7,300,01-01-17,Brazil
1998,Bahia,8,815,01-01-98,Brazil
1999,Bahia,8,453,01-01-99,Brazil
2000,Bahia,8,633,01-01-00,Brazil
2001,Bahia,8,979,01-01-01,Brazil
2002,Bahia,8,1,01-01-02,Brazil
2003,Bahia,8,1,01-01-03,Brazil
2004,Bahia,8,1,01-01-04,Brazil
2005,Bahia,8,948,01-01-05,Brazil
2006,Bahia,8,995,01-01-06,Brazil
2007,Bahia,8,3,01-01-07,Brazil
2008,Bahia,8,611,01-01-08,Brazil
2009,Bahia,8,439,01-01-09,Brazil
2010,Bahia,8,2,01-01-10,Brazil
2011,Bahia,8,1,01-01-11,Brazil
2012,Bahia,8,1,01-01-12,Brazil
2013,Bahia,8,610,01-01-13,Brazil
2014,Bahia,8,674,01-01-14,Brazil
2015,Bahia,8,829,01-01-15,Brazil
2016,Bahia,8,724,01-01-16,Brazil
2017,Bahia,8,1,01-01-17,Brazil
1998,Bahia,9,2,01-01-98,Brazil
1999,Bahia,9,1,01-01-99,Brazil
2000,Bahia,9,2,01-01-00,Brazil
2001,Bahia,9,3,01-01-01,Brazil
2002,Bahia,9,6,01-01-02,Brazil
2003,Bahia,9,8,01-01-03,Brazil
2004,Bahia,9,6,01-01-04,Brazil
2005,Bahia,9,4,01-01-05,Brazil
2006,Bahia,9,3,01-01-06,Brazil
2007,Bahia,9,7,01-01-07,Brazil
2008,Bahia,9,4,01-01-08,Brazil
2009,Bahia,9,3,01-01-09,Brazil
2010,Bahia,9,5,01-01-10,Brazil
2011,Bahia,9,7,01-01-11,Brazil
2012,Bahia,9,7,01-01-12,Brazil
2013,Bahia,9,2,01-01-13,Brazil
2014,Bahia,9,2,01-01-14,Brazil
2015,Bahia,9,7,01-01-15,Brazil
2016,Bahia,9,1,01-01-16,Brazil
2017,Bahia,9,1,01-01-17,Brazil
1998,Bahia,10,1,01-01-98,Brazil
1999,Bahia,10,1,01-01-99,Brazil
2000,Bahia,10,3,01-01-00,Brazil
2001,Bahia,10,1,01-01-01,Brazil
2002,Bahia,10,5,01-01-02,Brazil
2003,Bahia,10,4,01-01-03,Brazil
2004,Bahia,10,4,01-01-04,Brazil
2005,Bahia,10,8,01-01-05,Brazil
2006,Bahia,10,2,01-01-06,Brazil
2007,Bahia,10,4,01-01-07,Brazil
2008,Bahia,10,7,01-01-08,Brazil
2009,Bahia,10,2,01-01-09,Brazil
2010,Bahia,10,5,01-01-10,Brazil
2011,Bahia,10,2,01-01-11,Brazil
2012,Bahia,10,4,01-01-12,Brazil
2013,Bahia,10,1,01-01-13,Brazil
2014,Bahia,10,2,01-01-14,Brazil
2015,Bahia,10,4,01-01-15,Brazil
2016,Bahia,10,1,01-01-16,Brazil
2017,Bahia,10,4,01-01-17,Brazil
1998,Bahia,11,49,01-01-98,Brazil
1999,Bahia,11,49,01-01-99,Brazil
2000,Bahia,11,114,01-01-00,Brazil
2001,Bahia,11,699,01-01-01,Brazil
2002,Bahia,11,1,01-01-02,Brazil
2003,Bahia,11,533,01-01-03,Brazil
2004,Bahia,11,1,01-01-04,Brazil
2005,Bahia,11,1,01-01-05,Brazil
2006,Bahia,11,239,01-01-06,Brazil
2007,Bahia,11,2,01-01-07,Brazil
2008,Bahia,11,3,01-01-08,Brazil
2009,Bahia,11,402,01-01-09,Brazil
2010,Bahia,11,605,01-01-10,Brazil
2011,Bahia,11,176,01-01-11,Brazil
2012,Bahia,11,168,01-01-12,Brazil
2013,Bahia,11,288,01-01-13,Brazil
2014,Bahia,11,348,01-01-14,Brazil
2015,Bahia,11,1,01-01-15,Brazil
2016,Bahia,11,408,01-01-16,Brazil
2017,Bahia,11,174,01-01-17,Brazil
1998,Bahia,12,82,01-01-98,Brazil
1999,Bahia,12,37,01-01-99,Brazil
2000,Bahia,12,24,01-01-00,Brazil
2001,Bahia,12,158,01-01-01,Brazil
2002,Bahia,12,848,01-01-02,Brazil
2003,Bahia,12,710,01-01-03,Brazil
2004,Bahia,12,423,01-01-04,Brazil
2005,Bahia,12,116,01-01-05,Brazil
2006,Bahia,12,169,01-01-06,Brazil
2007,Bahia,12,259,01-01-07,Brazil
2008,Bahia,12,52,01-01-08,Brazil
2009,Bahia,12,308,01-01-09,Brazil
2010,Bahia,12,226,01-01-10,Brazil
2011,Bahia,12,230,01-01-11,Brazil
2012,Bahia,12,477,01-01-12,Brazil
2013,Bahia,12,131,01-01-13,Brazil
2014,Bahia,12,144,01-01-14,Brazil
2015,Bahia,12,1,01-01-15,Brazil
2016,Bahia,12,164,01-01-16,Brazil
1998,Ceara,1,0,01-01-98,Brazil
1999,Ceara,1,47,01-01-99,Brazil
2000,Ceara,1,1,01-01-00,Brazil
2001,Ceara,1,11,01-01-01,Brazil
2002,Ceara,1,33,01-01-02,Brazil
2003,Ceara,1,264,01-01-03,Brazil
2004,Ceara,1,143,01-01-04,Brazil
2005,Ceara,1,384,01-01-05,Brazil
2006,Ceara,1,211,01-01-06,Brazil
